image,caption
4889128774.jpg,some people standing in amongst a large group of pinwheels .
5938205507.jpg,eight women in dresses performing a dance routine .
4869891236.jpg,"on a strip mall sidewalk , three men in a band play their music ."
2763354860.jpg,a young girl is climbing a rock wall .
3484649669.jpg,little girl crouches to splash fountain water .
3756150099.jpg,the child has his head in the frame of the painting .
2612150730.jpg,"a large group of black children are holding their hands in the air , facing the same direction ."
3516087269.jpg,"a young woman , with blue hair and large boots , is standing near a man in the subway ."
2241665783.jpg,a child with a red backpack following an adult on a hike through the woods .
844258711.jpg,a small child in a red shirt stands in the middle of the street .
7012337521.jpg,solders in a marching parade standing still at attention .
2806632713.jpg,a shoeless strapped in individual jumping with rubber bands attached is airborne .
4882763253.jpg,people at a market have set their tents up in front of a building .
2595501969.jpg,a group of people having a conversation .
3712917405.jpg,a young man working on a artistic painting .
4872377897.jpg,a woman swinging a child around .
127146749.jpg,a man driving a green miniature train .
3447155358.jpg,a little girl in a red dress and cape holds a large tennis racquet .
2389107995.jpg,the black dog gets soaked as it plays in the water .
2504704808.jpg,the scene of an accident .
7282145490.jpg,a woman is riding a brown horse through the tall grass .
48833369.jpg,a man on stage shows his cue card to his friend .
3635911776.jpg,three women dance before a flag .
2473737724.jpg,children are practicing judo on red and white mats .
2452238877.jpg,a dog jumps off a wooden porch .
7168990123.jpg,man in chair being shaved .
4750040931.jpg,two people playing basketball .
6303698580.jpg,a person speeding through a heavily wooded trail on a bicycle .
4043955739.jpg,two older men are playing drums .
6962651246.jpg,teammates watch as number 7 bats .
2386938131.jpg,an older woman wearing a white shirt behind a food glass food display cabinet .
6676181181.jpg,three hockey players in red jerseys are standing together holding hockey sticks .
195611212.jpg,two men with skill saws taking apart an old trailer to demolish it .
2252918695.jpg,a girl puts her finger to her cheek while three others sit on a motorcycle .
183437158.jpg,hikers climbing over a tree .
4939691102.jpg,a group of snowboarders fly over the crest of a hill .
5444535493.jpg,a trio of people are hiking throughout a heavily snowed path .
4841631694.jpg,a brunette woman wearing a black jacket and jeans kneels in the sand to get a closeup shot with her zoom lens .
4958327803.jpg,a woman is holding the skirt of her dress up .
2666681650.jpg,father and daughter sitting down on bench and talking peacefully at a beautiful park .
1073444492.jpg,a guy sitting at a desk talking on a phone with books laying everywhere .
3106791484.jpg,a little boy jumps onto a bed .
4912991926.jpg,there are trees outside of a building in the middle of downtown .
707941195.jpg,a black dog with white paws is climbing over a rock .
4932970587.jpg,a man in a black hat is holding a cellular phone in front of his face .
1122944218.jpg,a baby wearing a white gown waves a muslim flag .
2947274789.jpg,a man wearing a white shirt is sitting next to a man wearing a green shirt .
151853044.jpg,a man wearing a green jacket welding a large piece of metal .
2975845158.jpg,"children on a train , at an amusement park ."
6958305371.jpg,three surfers are walking on the beach .
3025315215.jpg,a black dog running through a long orange tunnel .
374176648.jpg,two people are hiking up a grassy hill .
2717373229.jpg,people checking out a car with all its doors open in a parking lot in the city .
2794605643.jpg,a woman with a yellow t-shirt on running from people with water soakers with two water bottles while two guys are soaking wet .
4954419612.jpg,a group of three asians standing in the middle of a big city discussing something .
3614582606.jpg,the red-hair woman wearing a black tartan hat holds a baby with flowers on her head .
2531273794.jpg,a man in an orange vest is waiting at a train station .
435966316.jpg,three men in a boat dangle above the water .
447111935.jpg,the two greyhound dogs wearing sweaters are playing in the grass .
3963038375.jpg,a hiker in a blue shirt and shorts tampering with his grapple hook in a forest .
4423275742.jpg,three people are walking along the shoreline .
4729528844.jpg,a curly-haired man wearing a long-sleeved gray shirt is sitting bent over and reading a book .
185972340.jpg,a vehicle climbs on rocks near a forest .
4818381346.jpg,two children in sunhats relaxing by the railing of a boat out to sea .
3514184232.jpg,a ponytailed girl in a softball uniform raises her mitt in the air .
4672171304.jpg,a group of middle eastern heritage marching down a city street protesting .
288508162.jpg,black puppy sniffing a human 's barefoot .
1175268298.jpg,people enjoying the grand outdoors .
2534352312.jpg,workers clean the steps and the facade of a large statue in a park .
2222498879.jpg,a tan and black dog walks happily through a field .
145282619.jpg,a chef is cooking multiple dishes at the same time .
3972572766.jpg,a black man with a pale blue cap and yellow shirt is sitting on a chair shining shoes .
4380486458.jpg,man tossing an onion in the kitchen .
4749074780.jpg,a giant pair of glasses sitting outside a building .
194705585.jpg,construction workers are working on a building .
189400451.jpg,a crowd of people are walking past an old archway .
3746359593.jpg,a young child is in front of a microphone as other people are watching .
4152957260.jpg,high above the ground two people cross a large yellow bridge on foot .
6792342642.jpg,little girl posing for a picture .
300550441.jpg,the woman wearing the brown skirt is carrying a black bag along a wooden walkway .
4914416907.jpg,a man is holding some paperwork regarding bank bail outs .
4705552913.jpg,"two women , holding food carryout containers , hug ."
8242408919.jpg,a large group of young ladies dressed in running shorts at a starting line for a race .
3020218156.jpg,two men workers doing their job with their supervisor .
3778274494.jpg,a child standing next to a road with automobiles passing by .
2647166526.jpg,two women in leggings and tutus are talking on the sidewalk .
3286198467.jpg,a dog in a field holding something in its mouth .
3474132397.jpg,a woman is playing a tennis in the lawn .
3046949818.jpg,a soccer player pushes another player as he catches the ball .
3694480979.jpg,a man is on the ground while a person on a skateboard talks to them .
4714730332.jpg,two police officers and one man in civilian clothes are standing on a street .
6189180318.jpg,football team is getting drenched by a hose .
2916586390.jpg,a woman in purple pants is using a green hula hoop .
3267847492.jpg,a group of men loads cargo onto the back of a vehicle .
1365896144.jpg,a young woman is playing pool .
3549464203.jpg,a child steps up on a playground toy as arms reach for her .
3285993030.jpg,dark colored dog leaping down a path .
3262386960.jpg,two fencers in gear fighting in a fencing class
3321209919.jpg,"three workers in a forest , two of them using shovels on the forest floor ."
2572817235.jpg,"first lady laura bush at podium , in front of seated audience , at the white house conference on global literacy ."
4612764815.jpg,a white woman waiting in line .
3349528565.jpg,a girl 's hair flips up while she rides down the stairs on a skateboard .
212396217.jpg,an eastern indian man with a mustache and glasses is sitting by a computer .
5501940668.jpg,"a boy is singing into a microphone , stage lights in the background ."
7757111016.jpg,man hugging his small child at an airport .
8093540865.jpg,dancers wearing american indian costumes are dancing and giving a performance .
6994934336.jpg,a group of men dressed up in military garb and singing
5802826308.jpg,"two children are looking through a telescope on a city street , and the boy is using a step ladder to see through the eyeglass ."
952352291.jpg,he is coming from the market with a bag full of fruits .
2952839389.jpg,"a group of men haul black trash bags across the beach , nearby a pickup truck and a bulldozer ."
